,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_km,Time_Differece_in_minutes
28431,25.0,4.2,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,34,7.601066543768378,-1202.5
28432,39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,9.313021564639982,5.0
28433,26.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,4.469606139374459,-60.0
28434,31.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,16,4.610390241501909,15.0
28435,39.0,4.7,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,30,4.587794632025183,15.0
28436,26.0,4.5,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,15,17.078028601490022,15.0
28437,20.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,13.973207156405252,10.0
28438,22.0,4.5,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,10,1.4901538808207615,5.0
28439,36.0,4.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,3.064267071068136,10.0
28440,24.0,4.9,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,4.527535939190659,15.0
28441,25.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,14,3.025279772423236,522.5
28442,25.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,2.979502850576494,15.0
28443,24.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Urban,38,17.29786575291325,-1135.00000002
28444,30.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,25,8.93786088183146,10.0
28445,31.0,4.3,Windy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,2.9962426790626724,700.0
28446,26.0,3.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,46,4.537400479091801,5.0
28447,28.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,10.25461588061522,10.0
28448,34.0,4.5,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,6.0504060616582525,5.0
28449,28.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,7.563061700786155,5.0
28450,20.0,5.0,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,7.790158927084966,1279.99999998
28451,32.0,4.4,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,36,17.078029070273278,5.0
28452,32.0,5.0,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,26,6.29013467763468,-795.00000002
28453,39.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,46,16.413159711098032,15.0
28454,34.0,4.7,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,28,6.04999326769204,5.0
28455,31.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,7.862668167410368,5.0
28456,20.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,20.177519993018656,10.0
28457,26.0,4.4,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,12.421212735966003,5.0
28458,39.0,4.1,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,10.683783113047896,-1145.00000002
28459,28.0,3.9,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,45,1.5126653201046325,10.0
28460,30.0,4.7,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,29,7.862668167410368,5.0
28461,28.0,4.0,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,33,12.46426668801362,10.0
28462,26.0,4.1,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,13.972131143083212,15.0
28463,31.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18,1.5525876685610625,15.0
28464,29.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,7.862668167410368,5.0
28465,37.0,4.9,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,12.463861442061557,5.0
28466,34.0,3.7,Windy,Jam,2,Snack,scooter,1.0,No,Urban,44,10.906470984869689,15.0
28467,29.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,13,10.881197531246409,15.0
28468,24.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,13,13.405500819756533,15.0
28469,22.0,4.7,Sunny,High,1,Drinks,scooter,0.0,No,Metropolitian,12,6.04999326769204,5.0
28470,20.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,1.572533729286321,-675.0
28471,23.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,12.418480328292787,10.0
28472,35.0,4.9,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,17.29786575291325,15.0
28473,22.0,4.8,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24,1.558137239175215,15.0
28474,39.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,13.406029476290724,-1025.0
28475,22.0,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,19,4.589124571257244,5.0
28476,36.0,5.0,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,12.436148456121032,10.0
28477,20.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,1.489829154062434,15.0
28478,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,1.5202925485985417,5.0
28479,34.0,4.4,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,35,13.40647565433019,10.0
28480,23.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,9.314965469327513,5.0
28481,26.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,7.546817179242812,5.0
28482,39.0,4.8,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,28,7.448970151933079,10.0
28483,30.0,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,25,6.210030477135088,872.5
28484,39.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,1.5125236323325255,-512.5
28485,25.0,4.7,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,11,9.054052950169496,15.0
28486,27.0,4.6,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,20,4.588360239493078,1045.0
28487,26.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,36,16.388478196037884,15.0
28488,37.0,4.1,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,1.55813398149798,-685.0
28489,26.0,4.9,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,10,7.761199672759851,15.0
28490,20.0,4.7,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,25,3.029527086813746,5.0
28491,34.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30,20.558018885950936,5.0
28492,24.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Urban,20,16.851875921653388,-1020.0
28493,37.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,14.021816217041176,15.0
28494,37.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,29,13.611428630407849,-1140.00000002
28495,29.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,3.040697853651633,15.0
28496,31.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,12.074063090452915,-1030.0
28497,26.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.1162385581768866,10.0
28498,22.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,9.363987776579894,5.0
28499,39.0,3.7,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,32,19.042576813838775,5.0
28500,22.0,4.3,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,4.717601092054723,10.0
28501,35.0,4.7,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,1.4897343062370805,-627.50000002
28502,37.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,23,4.663419307399213,15.0
28503,38.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,14.0219570899938,-1135.00000002
28504,31.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,26,9.31503559404488,10.0
28505,21.0,5.0,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,4.717601092054723,10.0
28506,24.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,36,14.044162320601597,5.0
28507,20.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,10,12.463943835956604,-1307.50000002
28508,24.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,10.907140151568118,1160.00000002
28509,22.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,19.658828717454107,5.0
28510,33.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,7.761768725951355,-1202.5
28511,36.0,5.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,19.044189514363698,15.0
28512,27.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,4.674220356187267,-1307.50000002
28513,29.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,32,17.07747121287486,-1020.0
28514,26.0,4.7,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,25,4.537513326842717,15.0
28515,25.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,23,8.929003109241874,1102.49999998
28516,37.0,4.2,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,19.67503658027405,10.0
28517,39.0,4.9,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,10.867138302160432,15.0
28518,23.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,24,7.862668167410368,15.0
28519,29.0,4.7,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,10.86627754255923,5.0
28520,32.0,4.6,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,5.860170423910776,5.0
28521,21.0,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,6.217851597564986,15.0
28522,32.0,4.7,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,2.9844140404688675,-507.5
28523,38.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,19.617573744443128,10.0
28524,27.0,4.2,Cloudy,High,1,Snack,motorcycle,0.0,No,Metropolitian,33,6.127848457033505,10.0
28525,24.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,22,13.620979500078567,10.0
28526,35.0,4.8,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,17,7.761422437275377,15.0
28527,25.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,12.099390766641624,10.0
28528,20.0,4.5,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,10,9.075423573606574,10.0
28529,21.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,16,6.242624846136083,10.0
28530,25.0,5.0,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,11.9834878328731,10.0
28531,23.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,37,19.76105000353896,15.0
28532,31.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,9.121874253616898,10.0
28533,32.0,4.6,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,27,2.9797958851316784,5.0
28534,22.0,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,19,16.384334344092046,15.0
28535,37.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,12.417907729746302,5.0
28536,39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,30,2.979763497462109,15.0
28537,22.0,4.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,9.19149730046093,1102.49999998
28538,35.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,19,9.06045833751512,10.0
28539,33.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,10.64201906419996,5.0
28540,21.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,15,4.674172124263269,15.0
28541,35.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,10.711185800959656,10.0
28542,37.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20.071865213013947,5.0
28543,39.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,8.92906001215989,15.0
28544,31.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3.073618468414786,10.0
28545,20.0,4.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,16.63687991359242,10.0
28546,22.0,4.7,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,11.916235157217862,5.0
28547,22.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,21,4.658009428704457,5.0
28548,32.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.537513326842717,-1202.5
28549,38.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,7.862668167410368,15.0
28550,36.0,4.5,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,7.660692882261043,10.0
28551,29.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,12.463941144204773,10.0
28552,22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Urban,15,13.406350345879243,-1430.0
28553,21.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16,1.4898458841183333,-512.5
28554,27.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,4.530109268846602,5.0
28555,32.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,9.31344992616066,15.0
28556,21.0,4.9,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,19.976712110350487,5.0
28557,28.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,13.217301980434613,5.0
28558,26.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,10.705622903496971,1332.50000002
28559,31.0,4.6,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,5.958759869151131,872.5
28560,38.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,3.0295246341921644,5.0
28561,29.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20.206260324074304,15.0
28562,37.0,4.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,17.07679057474372,10.0
28563,34.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,9.087980108212484,15.0
28564,34.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,9.435201537430714,10.0
28565,32.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,16.72115728076054,5.0
28566,29.0,4.5,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,10,1.4898452333109369,647.50000002
28567,32.0,4.5,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,29,7.761284984440735,10.0
28568,28.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,12.43584244017328,1040.0
28569,39.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,4.395420246829376,5.0
28570,34.0,4.6,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,7.862668167410368,1107.49999998
28571,33.0,4.9,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,18,7.562414628937605,5.0
28572,35.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,7.460830127736633,5.0
28573,22.0,4.7,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,17,7.660957436559021,10.0
28574,23.0,4.6,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Urban,28,9.07462863182012,10.0
28575,23.0,4.9,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,38,17.29786575291325,10.0
28576,20.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,19,13.406000552536868,10.0
28577,22.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,18,10.704238934519315,15.0
28578,35.0,4.8,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,30,10.429850454296805,1102.49999998
28579,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.537647566708254,-1259.99999998
28580,38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,3.104928771230412,5.0
28582,35.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,12.099896960230076,15.0
28583,35.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,28,1.5094402621798344,15.0
28584,27.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,22,4.657579589646204,15.0
28585,27.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,19.76188003558724,15.0
28586,22.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,12.463970105023904,5.0
28587,28.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,26,4.5279170129511765,15.0
28588,33.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,9.219708856174128,5.0
28589,38.0,4.5,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,7.683850219127101,10.0
28590,24.0,5.0,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,22,7.661250453808297,15.0
28591,31.0,4.3,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,47,17.077999100718277,15.0
28592,25.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Urban,19,1.5545625412407005,15.0
28593,37.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,18,1.5202938690324594,5.0
28594,27.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,3.052701203227866,10.0
28595,37.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,1.536906134034303,15.0
28596,22.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,14,3.116127220771153,584.99999998
28597,30.0,5.0,Fog,Medium,1,Meal,scooter,2.0,No,Metropolitian,43,16.72211837577326,1045.0
28598,21.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,16,1.5126653201046325,10.0
28599,34.0,4.7,Fog,Jam,2,Buffet,scooter,2.0,Yes,Urban,45,12.25768788680288,-1259.99999998
28600,33.0,5.0,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,13,3.059363454723932,-559.99999998
28601,26.0,4.5,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,14,3.116121839413475,15.0
28602,26.0,4.6,Sandstorms,High,2,Buffet,motorcycle,0.0,No,Urban,16,6.232373004507649,10.0
28603,35.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,7.862668167410368,5.0
28604,27.0,4.6,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,12.106168623850316,10.0
28605,30.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,33,7.660582694185052,10.0
28606,37.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,44,11.007734763744615,-1254.99999998
28607,24.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,19.08960903186475,15.0
28608,20.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,31,20.178267239099554,5.0
28609,30.0,4.4,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,43,16.38385607184808,-1202.5
28610,28.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,25,20.8534264919692,15.0
28611,39.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,25,19.917359352866203,10.0
28612,35.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,13.99001950805727,-1249.99999998
28613,38.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.610456146048326,1212.5
28614,34.0,4.6,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,10.42732189063304,10.0
28616,26.0,4.6,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,27,13.427981831457974,10.0
28617,28.0,4.5,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,12,4.591636071834256,10.0
28618,23.0,4.9,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,25,16.38446703586394,-1140.00000002
28619,34.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,17,4.663411524934487,5.0
28620,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,19.68840740892438,10.0
28621,36.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,12.10874543093355,10.0
28622,34.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10.705559922396557,-1370.0
28623,30.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,28,3.0640094555094213,10.0
28624,20.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,12.419803337139523,15.0
28626,23.0,5.0,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,10,3.1090734109469933,15.0
28627,28.0,4.4,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,9.175193844437826,10.0
28628,24.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Urban,11,3.073462803868858,10.0
28629,22.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,13,1.5441981810254255,5.0
28630,37.0,4.5,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,17,6.120941769502898,-909.99999998
28631,25.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,18,8.938177476637756,1165.00000002
28632,38.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,3.105095437473336,10.0
28633,21.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,11,7.862668167410368,-1317.50000002
28634,33.0,4.1,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,31,8.811629447251413,1102.49999998
28635,33.0,4.5,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,1.5204704557283455,15.0
28636,33.0,4.1,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,31,7.631500138051357,-1197.5
28637,33.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,20,3.0527511596434675,15.0
28639,30.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,22,4.681774575928655,5.0
28640,20.0,4.8,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,12.293677673573283,-1140.00000002
28641,25.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,19.65875217196504,5.0
28642,33.0,4.3,Fog,Jam,2,Buffet,motorcycle,0.0,No,Urban,45,10.906470984869689,1160.00000002
28643,29.0,4.6,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,12,10.588906536688087,-1365.0
28644,28.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16,10.42729940099495,5.0
28645,34.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,23,12.42059924680664,10.0
28646,30.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,4.717601092054723,-1135.00000002
28647,25.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,10,13.768718508386597,15.0
28648,32.0,4.6,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,34,7.546781220484458,10.0
28649,38.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,1.532276469519439,10.0
28650,22.0,4.4,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,52,6.127835452844326,15.0
28651,38.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,19.61782456145077,-1370.0
28653,26.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20.85172635753384,-1317.50000002
28654,27.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,11.007734763744615,5.0
28655,20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,9.219708856174128,5.0
28656,38.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,7.448937379729502,-1259.99999998
28657,25.0,4.5,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,6.128627670485153,-732.49999998
28658,35.0,4.9,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,16,9.05536131845396,10.0
28659,39.0,4.1,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,36,16.11502964726321,1160.00000002
28660,32.0,5.0,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,20,12.419649807727565,15.0
28661,23.0,4.9,Fog,Low,1,Buffet,scooter,1.0,No,Urban,11,3.040649953439472,15.0
28662,28.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,5.958965689667193,15.0
28663,20.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,11,9.31544163550089,10.0
28664,33.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,9.435201537430714,5.0
28665,20.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,12.464422665211348,5.0
28666,22.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,9.193520993944182,5.0
28667,21.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,1.5526968797445757,-617.50000002
28668,35.0,5.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,33,1.536829311966258,15.0
28669,33.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Urban,22,1.5527001159059903,5.0
28670,27.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,13,4.5607380187107855,5.0
28671,38.0,4.7,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,19.36770197203108,15.0
28672,38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,10.58781900321548,15.0
